RegionName,Median Household Income,Rank
"Hartley County, Texas","78,065",464
"St. Louis County, Missouri","78,067",463
"McHenry County, North Dakota","78,071",462
"Ramsey County, Minnesota","78,108",461
"Ward County, North Dakota","78,143",460
"Uinta County, Wyoming","78,164",459
"Rice County, Minnesota","78,214",458
"Rutherford County, Tennessee","78,291",457
"Woodford County, Kentucky","78,295",456
"Cook County, Illinois","78,304",455
"Goodhue County, Minnesota","78,338",454
"Stillwater County, Montana","78,380",453
"Lafayette County, Missouri","78,397",452
"Foster County, North Dakota","78,426",451
"Licking County, Ohio","78,505",450
"Outagamie County, Wisconsin","78,705",449
"Stark County, North Dakota","78,734",448
"Ouray County, Colorado","78,750",447
"Charleston County, South Carolina","78,795",446
"Polk County, Iowa","78,827",445
"Albany County, New York","78,829",444
"Tarrant County, Texas","78,872",443
"Lake County, Colorado","78,942",442
"Adams County, Pennsylvania","78,975",441
"McCone County, Montana","79,022",440
"Mathews County, Virginia","79,054",439
"Madison County, Mississippi","79,105",438
"Nicollet County, Minnesota","79,113",437
"Camden County, North Carolina","79,120",436
"Morgan County, Indiana","79,134",435
"York County, Pennsylvania","79,183",434
"St. Charles Parish, Louisiana","79,191",433
"Iowa County, Wisconsin","79,226",432
"Converse County, Wyoming","79,235",431
"Mecklenburg County, North Carolina","79,265",430
"Columbia County, Wisconsin","79,271",429
"Warren County, Virginia","79,313",428
"Grand County, Colorado","79,367",427
"Sweetwater County, Wyoming","79,375",426
"Nevada County, California","79,395",425
"King William County, Virginia","79,398",424
"Douglas County, Washington","79,422",423
"Walton County, Georgia","79,425",422
"Benton County, Iowa","79,444",421
"Putnam County, Ohio","79,453",420
"Effingham County, Georgia","79,474",419
"Seminole County, Florida","79,490",418
"Morton County, North Dakota","79,555",417
"Clermont County, Ohio","79,573",416
"Skagway Municipality, Alaska","79,583",415
"Henry County, Georgia","79,663",414
"DeSoto County, Mississippi","79,666",413
"Seward County, Nebraska","79,677",412
"Bowman County, North Dakota","79,709",411
"Blanco County, Texas","79,717",410
"Steele County, Minnesota","79,722",409
"Dare County, North Carolina","79,742",408
"York County, Maine","79,743",407
"Fallon County, Montana","79,750",406
"Grafton County, New Hampshire","79,949",405
"Aleutians East Borough, Alaska","79,961",404
"Plymouth County, Iowa","79,963",403
"Hays County, Texas","79,990",402
"Hood County, Texas","80,013",401
"Woodford County, Illinois","80,093",400
"Monroe County, Florida","80,111",399
"Bottineau County, North Dakota","80,113",398
"Yamhill County, Oregon","80,125",397
"Limestone County, Alabama","80,146",396
"McClain County, Oklahoma","80,150",395
"Bastrop County, Texas","80,151",394
"York County, South Carolina","80,158",393
"Hood River County, Oregon","80,254",392
"Beaver County, Utah","80,268",391
"Yoakum County, Texas","80,317",390
"Prince George County, Virginia","80,318",389
"Dearborn County, Indiana","80,352",388
"Boone County, Illinois","80,502",387
"West Baton Rouge Parish, Louisiana","80,510",386
"McLean County, North Dakota","80,556",385
"Logan County, Oklahoma","80,565",384
"Borden County, Texas","80,625",383
"Bristol County, Massachusetts","80,628",382
"Monroe County, Pennsylvania","80,656",381
"Maricopa County, Arizona","80,675",380
"Grundy County, Iowa","80,701",379
"Belknap County, New Hampshire","80,719",378
"Scott County, Kentucky","80,782",377
"Roanoke County, Virginia","80,872",376
"Shelby County, Kentucky","81,012",375
"Valdez-Cordova Census Area, Alaska","81,053",374
"Fayette County, Tennessee","81,074",373
"Piatt County, Illinois","81,151",372
"New Haven County, Connecticut","81,156",371
"Traill County, North Dakota","81,157",370
"Greene County, Ohio","81,243",369
"Beaufort County, South Carolina","81,260",368
"Greene County, Virginia","81,338",367
"Lancaster County, Pennsylvania","81,458",366
"Morgan County, Georgia","81,524",365
"Washoe County, Nevada","81,531",364
"Fairbanks North Star, Alaska","81,655",363
"LaGrange County, Indiana","81,658",362
"Talbot County, Maryland","81,667",361
"Columbia County, New York","81,741",360
"Blaine County, Idaho","81,794",359
"Sumner County, Tennessee","81,883",358
"Mountrail County, North Dakota","81,886",357
"Mills County, Iowa","81,907",356
"Sioux County, Iowa","81,914",355
"La Plata County, Colorado","81,936",354
"Camden County, New Jersey","82,005",353
"Collier County, Florida","82,011",352
"Skagit County, Washington","82,029",351
"Union County, South Dakota","82,036",350
"Mono County, California","82,038",349
"Deschutes County, Oregon","82,042",348
"Jackson County, Georgia","82,056",347
"Burleigh County, North Dakota","82,141",346
"Mercer County, North Dakota","82,155",345
"Northampton County, Pennsylvania","82,201",344
"Clay County, Florida","82,242",343
"Clay County, Missouri","82,264",342
"Weber County, Utah","82,291",341
"Gwinnett County, Georgia","82,296",340
"Stanley County, South Dakota","82,298",339
"Leelanau County, Michigan","82,345",338
"Canadian County, Oklahoma","82,364",337
"Ocean County, New Jersey","82,379",336
"Henrico County, Virginia","82,424",335
"Queens County, New York","82,431",334
"Cass County, Missouri","82,473",333
"Lincoln County, Missouri","82,543",332
"Clinton County, Michigan","82,594",331
"Johnson County, Indiana","82,730",330
"El Paso County, Colorado","82,748",329
"Ketchikan Gateway Borough, Alaska","82,763",328
"Garfield County, Colorado","82,772",327
"Currituck County, North Carolina","82,793",326
"San Joaquin County, California","82,837",325
"Cumberland County, Pennsylvania","82,849",324
"Island County, Washington","82,850",323
"Porter County, Indiana","82,915",322
"Butler County, Pennsylvania","82,932",321
"Fairfield County, Ohio","82,969",320
"Pierce County, Wisconsin","82,996",319
"Lincoln County, Wyoming","83,033",318
"Carson County, Texas","83,199",317
"Strafford County, New Hampshire","83,212",316
"Columbia County, Oregon","83,265",315
"Los Angeles County, California","83,411",314
"Gallatin County, Montana","83,434",313
"Fredericksburg City, Virginia","83,445",312
"North Slope Borough, Alaska","83,472",311
"Caroline County, Virginia","83,562",310
"Lee County, Georgia","83,632",309
"Multnomah County, Oregon","83,668",308
"Rensselaer County, New York","83,734",307
"Gloucester County, Virginia","83,750",305
"Hughes County, South Dakota","83,750",305
"Benton County, Washington","83,778",304
"McKenzie County, North Dakota","83,813",303
"Cabarrus County, North Carolina","83,828",302
"Pike County, Georgia","83,866",301
"Cape May County, New Jersey","83,870",300
"Ada County, Idaho","83,881",299
"Galveston County, Texas","83,913",298
"Ottawa County, Michigan","83,932",297
"Sacramento County, California","84,010",296
"Hampshire County, Massachusetts","84,025",295
"Isanti County, Minnesota","84,063",294
"Kaufman County, Texas","84,075",293
"Nassau County, Florida","84,085",292
"Calumet County, Wisconsin","84,151",291
"Chatham County, North Carolina","84,222",290
"Washtenaw County, Michigan","84,245",289
"Douglas County, Nevada","84,262",288
"Dane County, Wisconsin","84,297",287
"Leavenworth County, Kansas","84,307",286
"Passaic County, New Jersey","84,465",285
"Saunders County, Nebraska","84,474",284
"Skamania County, Washington","84,500",283
"Riverside County, California","84,505",282
"Dawson County, Georgia","84,516",281
"Santa Rosa County, Florida","84,715",280
"Bremer County, Iowa","84,727",279
"Golden Valley County, North Dakota","84,750",278
"Grant County, Kansas","84,808",277
"Menard County, Illinois","84,846",276
"Park County, Colorado","85,019",275
"Yolo County, California","85,097",274
"Pottawatomie County, Kansas","85,241",273
"Hancock County, Indiana","85,262",272
"Benton County, Arkansas","85,269",271
"New Castle County, Delaware","85,309",270
"Wise County, Texas","85,385",269
"Miami County, Kansas","85,564",268
"Kent County, Rhode Island","85,732",267
"Steele County, North Dakota","85,750",266
"New London County, Connecticut","85,760",265
"Orange County, North Carolina","85,785",264
"Denver County, Colorado","85,853",263
"Addison County, Vermont","85,870",262
"Harris County, Georgia","85,936",261
"Sublette County, Wyoming","85,960",260
"Williams County, North Dakota","86,139",259
"Fulton County, Georgia","86,267",258
"Adams County, Colorado","86,297",257
"Delaware County, Pennsylvania","86,390",256
"Matanuska-Susitna Borough, Alaska","86,435",255
"Andrews County, Texas","86,458",254
"Hartford County, Connecticut","86,612",253
"Grand Isle County, Vermont","86,639",252
"Hanson County, South Dakota","86,827",251
"Hudson County, New Jersey","86,854",250
"Cecil County, Maryland","86,869",249
"Storey County, Nevada","86,932",248
"Clear Creek County, Colorado","87,169",247
"Le Sueur County, Minnesota","87,180",246
"Larimer County, Colorado","87,199",245
"Denali, Alaska","87,292",244
"Orange County, Virginia","87,309",243
"Virginia Beach City, Virginia","87,544",242
"Suffolk County, Massachusetts","87,669",241
"Cass County, Nebraska","87,673",240
"Cumberland County, Maine","87,710",239
"Elko County, Nevada","87,755",238
"Suffolk City, Virginia","87,758",237
"Kalawao County, Hawaii","87,813",236
"Somervell County, Texas","87,899",235
"Juab County, Utah","88,048",234
"Calhoun County, Illinois","88,059",233
"Madison County, Iowa","88,110",232
"Guadalupe County, Texas","88,111",231
"Baltimore County, Maryland","88,157",230
"Worcester County, Massachusetts","88,524",229
"Merrimack County, New Hampshire","88,806",228
"Kauai County, Hawaii","88,869",227
"Thurston County, Washington","88,895",226
"Teton County, Idaho","88,906",225
"Winkler County, Texas","89,155",224
"Weld County, Colorado","89,182",223
"Paulding County, Georgia","89,237",222
"Wilson County, Tennessee","89,462",221
"Chittenden County, Vermont","89,494",220
"Washington County, Nebraska","89,671",219
"Wilson County, Texas","89,708",218
"Warren County, Iowa","89,741",217
"Medina County, Ohio","89,968",216
"Grundy County, Illinois","89,993",215
"Salt Lake County, Utah","90,011",214
"Coweta County, Georgia","90,031",213
"Clark County, Washington","90,115",212
"Midland County, Texas","90,123",211
"San Luis Obispo County, California","90,158",210
"Olmsted County, Minnesota","90,420",209
"Barnstable County, Massachusetts","90,447",208
"Shelby County, Alabama","90,618",207
"Bryan County, Georgia","90,627",206
"Litchfield County, Connecticut","90,660",205
"Fluvanna County, Virginia","90,766",204
"Monterey County, California","91,043",203
"Warrick County, Indiana","91,105",202
"Kodiak Island Borough, Alaska","91,138",201
"Utah County, Utah","91,263",200
"Pierce County, Washington","91,486",199
"Manassas Park City, Virginia","91,673",198
"Isle of Wight County, Virginia","91,680",197
"Boone County, Kentucky","91,697",196
"Dunn County, North Dakota","91,758",195
"Orange County, New York","91,806",194
"Washington County, Wisconsin","91,915",193
"Brazoria County, Texas","91,972",192
"Ozaukee County, Wisconsin","92,258",191
"Arapahoe County, Colorado","92,292",190
"Lincoln County, South Dakota","92,317",189
"Santa Barbara County, California","92,332",188
"Culpeper County, Virginia","92,359",187
"Lander County, Nevada","92,388",186
"Frederick County, Virginia","92,443",185
"Platte County, Missouri","92,543",184
"Columbia County, Georgia","92,571",183
"Hennepin County, Minnesota","92,595",182
"Oakland County, Michigan","92,620",180
"Warren County, New Jersey","92,620",180
"Mercer County, New Jersey","92,697",179
"Chesapeake City, Virginia","92,703",178
"Travis County, Texas","92,731",177
"Dodge County, Minnesota","92,890",176
"Dukes County, Massachusetts","93,225",175
"Ellis County, Texas","93,248",174
"Campbell County, Wyoming","93,315",173
"Lexington City, Virginia","93,651",172
"Kitsap County, Washington","93,675",171
"Comal County, Texas","93,744",169
"Jefferson County, West Virginia","93,744",169
"Ascension Parish, Louisiana","93,800",168
"Bristol Bay Borough, Alaska","94,167",167
"Cobb County, Georgia","94,244",166
"Essex County, Massachusetts","94,378",165
"Dutchess County, New York","94,578",164
"Burke County, North Dakota","94,583",163
"Union County, New Jersey","95,000",162
"Hillsborough County, New Hampshire","95,112",161
"Routt County, Colorado","95,144",160
"Hendricks County, Indiana","95,261",158
"Sitka Borough, Alaska","95,261",158
"Maui County, Hawaii","95,379",157
"Union County, North Carolina","95,533",156
"Tooele County, Utah","95,545",155
"Juneau Borough, Alaska","95,711",154
"Parker County, Texas","95,721",153
"Anchorage Borough, Alaska","95,731",152
"Clackamas County, Oregon","95,740",151
"Chesterfield County, Virginia","95,757",150
"Anoka County, Minnesota","95,782",149
"Gilpin County, Colorado","95,902",148
"Sarpy County, Nebraska","95,911",147
"Divide County, North Dakota","95,938",146
"Montgomery County, Texas","95,946",145
"Middlesex County, Connecticut","96,084",144
"Pitkin County, Colorado","96,123",143
"Livingston County, Michigan","96,135",142
"Richmond County, New York","96,185",141
"Newport County, Rhode Island","96,319",140
"Kane County, Illinois","96,400",139
"Wake County, North Carolina","96,734",138
"San Diego County, California","96,974",137
"Solano County, California","97,037",136
"Saratoga County, New York","97,038",135
"Geauga County, Ohio","97,162",134
"Chisago County, Minnesota","97,446",133
"Albemarle County, Virginia","97,708",132
"Prince Georges County, Maryland","97,935",131
"St. Croix County, Wisconsin","97,950",130
"Rappahannock County, Virginia","98,663",129
"Eagle County, Colorado","98,887",128
"El Dorado County, California","99,246",127
"Tolland County, Connecticut","99,264",126
"Sonoma County, California","99,266",125
"Sherburne County, Minnesota","99,431",124
"Washington County, Rhode Island","99,510",123
"Dallas County, Iowa","99,533",122
"St. Charles County, Missouri","99,596",121
"Gloucester County, New Jersey","99,668",120
"Boulder County, Colorado","99,770",119
"Honolulu County, Hawaii","99,816",118
"New York County, New York","99,880",117
"St. Johns County, Florida","100,020",116
"McHenry County, Illinois","100,101",115
"Washington County, Oregon","100,121",114
"Summit County, Colorado","100,611",113
"Aleutians West Census Area, Alaska","100,662",112
"Monroe County, Illinois","100,685",111
"James City County, Virginia","100,711",110
"Cherokee County, Georgia","100,824",109
"Spencer County, Kentucky","101,118",108
"Alpine County, California","101,125",107
"Davis County, Utah","101,285",106
"Dakota County, Minnesota","101,360",105
"Waukesha County, Wisconsin","101,639",104
District of Columbia,"101,722",103
"Ventura County, California","102,141",102
"Burlington County, New Jersey","102,615",101
"Williamson County, Texas","102,851",100
"Wright County, Minnesota","102,980",99
"Boone County, Indiana","103,038",98
"Warren County, Ohio","103,128",97
"Jefferson County, Colorado","103,167",96
"King George County, Virginia","103,264",95
"Johnson County, Kansas","103,644",94
"Will County, Illinois","103,678",93
"Snohomish County, Washington","104,083",92
"Denton County, Texas","104,180",91
"Kendall County, Texas","104,196",90
"Santa Cruz County, California","104,409",89
"San Benito County, California","104,451",88
"Union County, Ohio","104,496",87
"Lake County, Illinois","104,553",86
"Hanover County, Virginia","104,678",85
"Wasatch County, Utah","104,855",84
"Spotsylvania County, Virginia","105,068",83
"York County, Virginia","105,154",82
"Middlesex County, New Jersey","105,206",81
"Plymouth County, Massachusetts","105,387",80
"Goochland County, Virginia","105,600",79
"Napa County, California","105,809",78
"Bristol County, Rhode Island","105,875",77
"Fayette County, Georgia","105,910",76
"Chambers County, Texas","106,103",75
"Rockland County, New York","106,173",74
"Kendall County, Illinois","106,358",73
"Harford County, Maryland","106,417",72
"DuPage County, Illinois","107,035",71
"Montgomery County, Pennsylvania","107,441",70
"Clarke County, Virginia","107,475",69
"Bucks County, Pennsylvania","107,826",68
"Powhatan County, Virginia","108,089",67
"Teton County, Wyoming","108,279",66
"Queen Annes County, Maryland","108,332",65
"Orange County, California","109,361",64
"Placer County, California","109,375",63
"Fairfield County, Connecticut","109,390",62
"Fort Bend County, Texas","109,987",61
"Rockingham County, New Hampshire","110,225",60
"Manassas City, Virginia","110,559",59
"Washington County, Minnesota","110,828",58
"Sussex County, New Jersey","111,094",57
"Carroll County, Maryland","111,672",56
"Glasscock County, Texas","112,188",55
"New Kent County, Virginia","113,120",54
"Alexandria City, Virginia","113,179",53
"Collin County, Texas","113,255",52
"St. Marys County, Maryland","113,668",51
"Poquoson City, Virginia","114,503",50
"Westchester County, New York","114,651",49
"Hamilton County, Indiana","114,866",48
"Frederick County, Maryland","115,724",47
"Anne Arundel County, Maryland","116,009",46
"Oconee County, Georgia","116,221",45
"Carver County, Minnesota","116,308",44
"King County, Washington","116,340",43
"Charles County, Maryland","116,882",42
"Oldham County, Kentucky","117,334",41
"Broomfield County, Colorado","117,541",40
"Scott County, Minnesota","118,268",39
"Monmouth County, New Jersey","118,527",38
"Chester County, Pennsylvania","118,574",37
"Bergen County, New Jersey","118,714",36
"Contra Costa County, California","120,020",35
"Norfolk County, Massachusetts","120,621",34
"Morgan County, Utah","120,854",33
"Putnam County, New York","120,970",32
"Rockwall County, Texas","121,303",31
"Middlesex County, Massachusetts","121,304",30
"Alameda County, California","122,488",29
"Suffolk County, New York","122,498",28
"Fauquier County, Virginia","122,785",27
"Prince William County, Virginia","123,193",26
"Delaware County, Ohio","123,995",25
"Elbert County, Colorado","124,360",24
"Montgomery County, Maryland","125,583",23
"Williamson County, Tennessee","125,943",22
"Summit County, Utah","126,392",21
"Stafford County, Virginia","128,036",20
"Calvert County, Maryland","128,078",19
"Fairfax City, Virginia","128,708",18
"Morris County, New Jersey","130,808",17
"Forsyth County, Georgia","131,660",16
"Somerset County, New Jersey","131,948",15
"Hunterdon County, New Jersey","133,534",14
"Nantucket County, Massachusetts","135,590",13
"Los Alamos County, New Mexico","135,801",12
"San Francisco County, California","136,689",11
"Arlington County, Virginia","137,387",10
"Nassau County, New York","137,709",9
"Douglas County, Colorado","139,010",8
"Howard County, Maryland","140,971",7
"Marin County, California","142,019",6
"Fairfax County, Virginia","145,165",5
"San Mateo County, California","149,907",4
"Santa Clara County, California","153,792",3
"Falls Church City, Virginia","164,536",2
"Loudoun County, Virginia","170,463",1
