RegionName,Median Household Income,Rank
"Knox County, Indiana","58,173","1,847"
"Osage County, Oklahoma","58,189","1,846"
"Calhoun County, Michigan","58,191","1,845"
"Panola County, Texas","58,205","1,844"
"Okanogan County, Washington","58,218","1,843"
"Wright County, Iowa","58,240","1,842"
"Lamar County, Texas","58,246","1,841"
"McPherson County, Nebraska","58,250","1,840"
"Wayne County, Iowa","58,257","1,839"
"Union County, Kentucky","58,260","1,838"
"Garrard County, Kentucky","58,263","1,837"
"Page County, Iowa","58,264","1,836"
"Caldwell County, Missouri","58,269","1,835"
"Pottawatomie County, Oklahoma","58,270","1,834"
"Marshall County, Alabama","58,272","1,833"
"Clark County, Kansas","58,287","1,832"
"Henry County, Kentucky","58,294","1,831"
"Buchanan County, Missouri","58,303","1,830"
"Broome County, New York","58,317","1,829"
"Fergus County, Montana","58,321","1,828"
"Pulaski County, Arkansas","58,326","1,827"
"Boyd County, Kentucky","58,327","1,826"
"Bedford County, Pennsylvania","58,337","1,825"
"Delaware County, New York","58,338","1,824"
"St. Lawrence County, New York","58,339","1,823"
"Red Willow County, Nebraska","58,344","1,822"
"Baltimore City, Maryland","58,349","1,821"
"Swift County, Minnesota","58,362","1,820"
"Jefferson County, Illinois","58,384","1,819"
"Stone County, Missouri","58,392","1,818"
"Henry County, Alabama","58,395","1,817"
"Chippewa County, Michigan","58,408","1,816"
"Gilliam County, Oregon","58,409","1,815"
"Van Buren County, Iowa","58,417","1,814"
"Cochise County, Arizona","58,421","1,813"
"Hill County, Montana","58,427","1,812"
"Linn County, Missouri","58,435","1,811"
"Owyhee County, Idaho","58,440","1,810"
"Davidson County, North Carolina","58,473","1,809"
"Phillips County, Colorado","58,474","1,808"
"Mason County, Illinois","58,479","1,807"
"McCracken County, Kentucky","58,490","1,806"
"Washburn County, Wisconsin","58,504","1,805"
"Blaine County, Montana","58,507","1,803"
"Washington County, Tennessee","58,507","1,803"
"Atchison County, Missouri","58,521","1,802"
"Rice County, Kansas","58,523","1,801"
"McPherson County, South Dakota","58,529","1,800"
"Lavaca County, Texas","58,530","1,799"
"Greenup County, Kentucky","58,562","1,798"
"Genesee County, Michigan","58,594","1,797"
"Bond County, Illinois","58,617","1,796"
"Benton County, Indiana","58,620","1,795"
"Little River County, Arkansas","58,627","1,794"
"Gallatin County, Kentucky","58,641","1,793"
"Wexford County, Michigan","58,652","1,792"
"Scotland County, Missouri","58,656","1,791"
"Montgomery County, Missouri","58,660","1,790"
"Custer County, Oklahoma","58,669","1,789"
"Clarion County, Pennsylvania","58,690","1,788"
"Arkansas County, Arkansas","58,695","1,787"
"Hinsdale County, Colorado","58,712","1,786"
"Pendleton County, Kentucky","58,723","1,785"
"Allegany County, New York","58,725","1,784"
"Crawford County, Pennsylvania","58,734","1,783"
"Hamilton County, Kansas","58,750","1,779"
"Judith Basin County, Montana","58,750","1,779"
"Osborne County, Kansas","58,750","1,779"
"Wibaux County, Montana","58,750","1,779"
"Livingston County, Missouri","58,772","1,778"
"Boundary County, Idaho","58,810","1,777"
"Vanderburgh County, Indiana","58,839","1,776"
"Harrison County, Kentucky","58,840","1,775"
"Jack County, Texas","58,861","1,774"
"Wichita County, Texas","58,862","1,773"
"Logan County, Kentucky","58,869","1,772"
"Deuel County, Nebraska","58,875","1,771"
"Pacific County, Washington","58,889","1,770"
"Furnas County, Nebraska","58,895","1,769"
"Greene County, Illinois","58,900","1,768"
"Mineral County, Colorado","58,929","1,767"
"Ford County, Illinois","58,930","1,766"
"Scurry County, Texas","58,932","1,765"
"Perry County, Indiana","58,936","1,764"
"Clark County, Ohio","58,954","1,763"
"Allen County, Ohio","58,976","1,762"
"Dundy County, Nebraska","58,977","1,761"
"Grant County, Oklahoma","58,980","1,760"
"Kit Carson County, Colorado","58,992","1,759"
"Hocking County, Ohio","59,007","1,758"
"Clinton County, Pennsylvania","59,011","1,757"
"Campbell County, Virginia","59,022","1,755"
"Roberts County, South Dakota","59,022","1,755"
"Howard County, Missouri","59,023","1,754"
"Tehama County, California","59,029","1,753"
"Moore County, Texas","59,041","1,752"
"Washington County, Ohio","59,053","1,751"
"Newaygo County, Michigan","59,065","1,750"
"Washington County, Colorado","59,087","1,749"
"Marion County, Illinois","59,099","1,748"
"Carroll County, Missouri","59,101","1,747"
"Grays Harbor County, Washington","59,105","1,746"
"Washington County, Virginia","59,116","1,745"
"Crockett County, Tennessee","59,136","1,744"
"Lincoln County, Colorado","59,167","1,739"
"Stutsman County, North Dakota","59,167","1,739"
"Tyler County, West Virginia","59,167","1,739"
"Wahkiakum County, Washington","59,167","1,739"
"Wheeler County, Nebraska","59,167","1,739"
"Grand County, Utah","59,171","1,738"
"Sussex County, Virginia","59,195","1,737"
"Hernando County, Florida","59,202","1,736"
"Wayne County, Pennsylvania","59,240","1,735"
"Venango County, Pennsylvania","59,278","1,734"
"Lee County, Alabama","59,288","1,733"
"Mills County, Texas","59,315","1,732"
"Milwaukee County, Wisconsin","59,319","1,731"
"Pecos County, Texas","59,325","1,730"
"Clark County, South Dakota","59,340","1,729"
"Pend Oreille County, Washington","59,353","1,728"
"Jones County, Texas","59,361","1,727"
"King County, Texas","59,375","1,726"
"Barron County, Wisconsin","59,379","1,725"
"Blair County, Pennsylvania","59,386","1,724"
"Erie County, Pennsylvania","59,396","1,723"
"Sumner County, Kansas","59,397","1,722"
"Perquimans County, North Carolina","59,401","1,721"
"Hayes County, Nebraska","59,405","1,720"
"Iberville Parish, Louisiana","59,410","1,718"
"Robertson County, Texas","59,410","1,718"
"Gove County, Kansas","59,417","1,717"
"Hillsdale County, Michigan","59,425","1,716"
"Washington County, Oklahoma","59,426","1,715"
"Washington County, Kansas","59,432","1,714"
"Meigs County, Tennessee","59,434","1,713"
"Pueblo County, Colorado","59,436","1,712"
"Penobscot County, Maine","59,438","1,711"
"Columbia County, Pennsylvania","59,457","1,709"
"Pontotoc County, Oklahoma","59,457","1,709"
"Manistee County, Michigan","59,467","1,708"
"Marion County, Indiana","59,504","1,707"
"Keith County, Nebraska","59,511","1,706"
"Clinton County, Indiana","59,515","1,704"
"Lassen County, California","59,515","1,704"
"Dade County, Georgia","59,531","1,703"
"Miami County, Indiana","59,551","1,702"
"Cheboygan County, Michigan","59,557","1,701"
"Vermillion County, Indiana","59,567","1,700"
"Pierce County, North Dakota","59,583","1,699"
"Liberty County, Texas","59,605","1,698"
"Richmond City, Virginia","59,606","1,697"
"Shelby County, Tennessee","59,621","1,696"
"Macon County, Illinois","59,622","1,695"
"Kingman County, Kansas","59,640","1,694"
"Dickinson County, Michigan","59,651","1,693"
"Erath County, Texas","59,654","1,692"
"Whitfield County, Georgia","59,659","1,691"
"Ellis County, Kansas","59,665","1,690"
"Pleasants County, West Virginia","59,666","1,689"
"Randolph County, Indiana","59,674","1,688"
"Daviess County, Missouri","59,706","1,687"
"Tioga County, Pennsylvania","59,707","1,686"
"Wharton County, Texas","59,712","1,685"
"Rowan County, North Carolina","59,717","1,684"
"Valley County, Montana","59,725","1,683"
"Staunton City, Virginia","59,731","1,682"
"Wells County, North Dakota","59,732","1,681"
"Pulaski County, Virginia","59,740","1,680"
"Lafayette County, Mississippi","59,748","1,678"
"Marquette County, Wisconsin","59,748","1,678"
"Logan County, North Dakota","59,750","1,677"
"Henderson County, Texas","59,778","1,676"
"Koochiching County, Minnesota","59,779","1,675"
"McLennan County, Texas","59,781","1,674"
"Georgetown County, South Carolina","59,782","1,673"
"Union County, Georgia","59,783","1,672"
"Madison County, Kentucky","59,797","1,671"
"Tuscola County, Michigan","59,815","1,670"
"Camden County, Missouri","59,834","1,669"
"Ellsworth County, Kansas","59,844","1,668"
"Richland County, South Carolina","59,850","1,667"
"Pondera County, Montana","59,861","1,666"
"Carroll County, Ohio","59,872","1,665"
"Horry County, South Carolina","59,880","1,664"
"Castro County, Texas","59,886","1,663"
"Saline County, Kansas","59,887","1,662"
"Buckingham County, Virginia","59,894","1,660"
"Huntington County, Indiana","59,894","1,660"
"Monona County, Iowa","59,897","1,659"
"Bland County, Virginia","59,901","1,658"
"Bracken County, Kentucky","59,911","1,657"
"Starke County, Indiana","59,916","1,656"
"La Salle Parish, Louisiana","59,926","1,655"
"Harper County, Oklahoma","59,934","1,654"
"Bedford County, Tennessee","59,955","1,653"
"Marion County, West Virginia","59,974","1,652"
"Onslow County, North Carolina","59,976","1,651"
"Webb County, Texas","59,984","1,650"
"Stafford County, Kansas","60,000","1,649"
"Marion County, Kansas","60,011","1,648"
"Keokuk County, Iowa","60,016","1,647"
"Mariposa County, California","60,021","1,646"
"Fremont County, Wyoming","60,030","1,645"
"Edgefield County, South Carolina","60,033","1,644"
"Gage County, Nebraska","60,035","1,643"
"Appomattox County, Virginia","60,041","1,642"
"Jackson County, Mississippi","60,045","1,641"
"Nance County, Nebraska","60,054","1,640"
"Madison County, Indiana","60,060","1,639"
"Cuyahoga County, Ohio","60,074","1,638"
"Butts County, Georgia","60,076","1,637"
"Sevier County, Tennessee","60,103","1,636"
"Yuma County, Colorado","60,118","1,635"
"Preston County, West Virginia","60,136","1,634"
"Scotts Bluff County, Nebraska","60,137","1,633"
"Sherman County, Nebraska","60,194","1,632"
"Cotton County, Oklahoma","60,208","1,631"
"Murray County, Oklahoma","60,213","1,630"
"Calhoun County, Arkansas","60,237","1,628"
"Darke County, Ohio","60,237","1,628"
"Dickey County, North Dakota","60,250","1,627"
"Franklin County, New York","60,270","1,626"
"Lyman County, South Dakota","60,284","1,625"
"Rains County, Texas","60,291","1,624"
"Thayer County, Nebraska","60,305","1,623"
"Monroe County, Indiana","60,308","1,622"
"McMullen County, Texas","60,313","1,619"
"Newton County, Missouri","60,313","1,619"
"Powder River County, Montana","60,313","1,619"
"Williamson County, Illinois","60,325","1,618"
"Marinette County, Wisconsin","60,347","1,617"
"Custer County, Idaho","60,357","1,616"
"Berrien County, Michigan","60,379","1,615"
"Jefferson County, Tennessee","60,393","1,614"
"Clayton County, Iowa","60,441","1,613"
"Jasper County, South Carolina","60,452","1,612"
"Hardeman County, Texas","60,455","1,611"
"Upshur County, Texas","60,456","1,610"
"Fisher County, Texas","60,461","1,609"
"Polk County, North Carolina","60,465","1,608"
"Burnett County, Wisconsin","60,466","1,607"
"Glascock County, Georgia","60,469","1,606"
"Highland County, Ohio","60,522","1,605"
"Fulton County, New York","60,557","1,604"
"Fountain County, Indiana","60,559","1,603"
"Dixon County, Nebraska","60,568","1,602"
"Hamilton County, Illinois","60,574","1,601"
"Branch County, Michigan","60,600","1,599"
"Washita County, Oklahoma","60,600","1,599"
"Murray County, Georgia","60,617","1,598"
"Mackinac County, Michigan","60,620","1,597"
"Williams County, Ohio","60,632","1,596"
"Anderson County, Tennessee","60,633","1,595"
"Stanly County, North Carolina","60,634","1,594"
"Bradford County, Pennsylvania","60,650","1,593"
"Johnson County, Wyoming","60,667","1,592"
"Hill County, Texas","60,669","1,591"
"Person County, North Carolina","60,688","1,590"
"Oceana County, Michigan","60,691","1,589"
"Bradley County, Tennessee","60,692","1,588"
"Washington County, Indiana","60,695","1,587"
"Mercer County, Kentucky","60,728","1,586"
"Charles Mix County, South Dakota","60,729","1,585"
"Mason County, Michigan","60,744","1,584"
"Love County, Oklahoma","60,758","1,583"
"Orange County, Indiana","60,775","1,582"
"Edwards County, Illinois","60,784","1,581"
"Sandusky County, Ohio","60,814","1,580"
"Cass County, Iowa","60,815","1,579"
"Rooks County, Kansas","60,821","1,578"
"Crawford County, Wisconsin","60,823","1,577"
"Putnam County, Georgia","60,825","1,576"
"Luzerne County, Pennsylvania","60,836","1,575"
"Alamance County, North Carolina","60,866","1,574"
"Monongalia County, West Virginia","60,893","1,573"
"Polk County, Florida","60,901","1,572"
"Shackelford County, Texas","60,924","1,571"
"Gooding County, Idaho","60,938","1,570"
"Peach County, Georgia","60,940","1,569"
"Lee County, North Carolina","60,941","1,568"
"Jackson County, Oklahoma","60,954","1,567"
"Powell County, Montana","60,994","1,566"
"Bannock County, Idaho","60,998","1,564"
"Norfolk City, Virginia","60,998","1,564"
"Wrangell Borough, Alaska","61,000","1,563"
"Armstrong County, Pennsylvania","61,011","1,562"
"Morgan County, West Virginia","61,021","1,561"
"Hancock County, Illinois","61,026","1,560"
"Waushara County, Wisconsin","61,033","1,559"
"Orleans County, New York","61,069","1,558"
"Clinton County, Iowa","61,080","1,557"
"Champaign County, Illinois","61,090","1,556"
"DeWitt County, Texas","61,100","1,555"
"Sierra County, California","61,108","1,554"
"Custer County, Montana","61,114","1,553"
"Madison County, Nebraska","61,139","1,552"
"Del Norte County, California","61,149","1,551"
"Cavalier County, North Dakota","61,174","1,550"
"Twin Falls County, Idaho","61,183","1,549"
"Echols County, Georgia","61,184","1,548"
"Crawford County, Iowa","61,188","1,546"
"Morgan County, Illinois","61,188","1,546"
"Poweshiek County, Iowa","61,192","1,545"
"Woodward County, Oklahoma","61,207","1,544"
"Ste. Genevieve County, Missouri","61,215","1,543"
"Madison County, Montana","61,226","1,542"
"Forsyth County, North Carolina","61,229","1,541"
"Daggett County, Utah","61,250","1,535"
"Jones County, South Dakota","61,250","1,535"
"Knox County, Nebraska","61,250","1,535"
"Montcalm County, Michigan","61,250","1,535"
"Phillips County, Montana","61,250","1,535"
"Towner County, North Dakota","61,250","1,535"
"Montgomery County, Iowa","61,261","1,534"
"Big Horn County, Wyoming","61,262","1,533"
"Faulkner County, Arkansas","61,273","1,532"
"Tate County, Mississippi","61,286","1,531"
"Habersham County, Georgia","61,292","1,530"
"Huntingdon County, Pennsylvania","61,300","1,529"
"Dewey County, Oklahoma","61,310","1,528"
"Schuyler County, New York","61,316","1,526"
"Wasco County, Oregon","61,316","1,526"
"Leon County, Florida","61,317","1,525"
"Mendocino County, California","61,335","1,524"
"Kershaw County, South Carolina","61,343","1,523"
"Muskegon County, Michigan","61,347","1,522"
"Cascade County, Montana","61,351","1,521"
"Chemung County, New York","61,358","1,520"
"Taylor County, Wisconsin","61,360","1,519"
"Lincoln County, Tennessee","61,374","1,518"
"Montezuma County, Colorado","61,377","1,517"
"LaFourche Parish, Louisiana","61,381","1,516"
"Sherman County, Kansas","61,404","1,515"
"Pasquotank County, North Carolina","61,411","1,514"
"Pocahontas County, Iowa","61,434","1,513"
"Carroll County, Indiana","61,464","1,512"
"Perry County, Missouri","61,486","1,511"
"Ramsey County, North Dakota","61,490","1,510"
"Adams County, Nebraska","61,502","1,509"
"Carroll County, Illinois","61,539","1,508"
"Morgan County, Alabama","61,588","1,507"
"Lake and Peninsula Borough, Alaska","61,607","1,505"
"Richland County, Illinois","61,607","1,505"
"Escambia County, Florida","61,642","1,504"
"Tuscaloosa County, Alabama","61,645","1,503"
"Creek County, Oklahoma","61,657","1,502"
"Rusk County, Texas","61,661","1,501"
"Lake of the Woods County, Minnesota","61,667","1,500"
"Elk County, Pennsylvania","61,672","1,499"
"Martin County, Minnesota","61,674","1,498"
"Craven County, North Carolina","61,676","1,497"
"Broadwater County, Montana","61,679","1,495"
"Franklin County, Idaho","61,679","1,495"
"Pratt County, Kansas","61,685","1,494"
"Adams County, Indiana","61,731","1,493"
"Winnebago County, Illinois","61,738","1,492"
"Chenango County, New York","61,741","1,491"
"Wood County, Texas","61,748","1,490"
"Clay County, Iowa","61,756","1,489"
"Hart County, Georgia","61,765","1,488"
"Prince of Wales-Hyder Census Area, Alaska","61,779","1,487"
"Garfield County, Montana","61,786","1,485"
"Perkins County, Nebraska","61,786","1,485"
"Montgomery County, Illinois","61,796","1,484"
"Taylor County, Texas","61,806","1,483"
"Bonner County, Idaho","61,816","1,482"
"De Witt County, Illinois","61,823","1,481"
"Rawlins County, Kansas","61,827","1,480"
"Washakie County, Wyoming","61,875","1,479"
"St. Joseph County, Indiana","61,877","1,478"
"Clark County, Kentucky","61,878","1,477"
"Rockbridge County, Virginia","61,903","1,476"
"Chariton County, Missouri","61,910","1,475"
"Lubbock County, Texas","61,911","1,474"
"Juniata County, Pennsylvania","61,915","1,473"
"Antelope County, Nebraska","61,924","1,472"
"Montgomery County, Ohio","61,942","1,471"
"Union County, Oregon","61,946","1,470"
"Tuscarawas County, Ohio","61,953","1,469"
"Spartanburg County, South Carolina","61,955","1,468"
"Cass County, Minnesota","61,970","1,467"
"Richland County, Wisconsin","61,985","1,465"
"Washington County, Arkansas","61,985","1,465"
"Giles County, Virginia","61,987","1,464"
"Howard County, Indiana","62,014","1,463"
"Trousdale County, Tennessee","62,018","1,462"
"Miner County, South Dakota","62,037","1,461"
"Transylvania County, North Carolina","62,056","1,460"
"Catawba County, North Carolina","62,070","1,459"
"East Baton Rouge Parish, Louisiana","62,083","1,458"
"Chippewa County, Minnesota","62,112","1,457"
"Kennebec County, Maine","62,118","1,456"
"Shenandoah County, Virginia","62,149","1,455"
"Charlotte County, Florida","62,164","1,454"
"Beltrami County, Minnesota","62,173","1,453"
"Menominee County, Wisconsin","62,194","1,452"
"Coffee County, Alabama","62,199","1,451"
"Hutchinson County, Texas","62,211","1,450"
"Franklin County, Iowa","62,214","1,449"
"Nelson County, North Dakota","62,219","1,448"
"Bernalillo County, New Mexico","62,220","1,447"
"Wallowa County, Oregon","62,238","1,446"
"Cooper County, Missouri","62,239","1,445"
"Ochiltree County, Texas","62,240","1,444"
"Lincoln County, Idaho","62,250","1,443"
"Ashland County, Ohio","62,254","1,442"
"Latah County, Idaho","62,258","1,441"
"Calhoun County, Texas","62,267","1,440"
"St. Joseph County, Michigan","62,281","1,439"
"Custer County, Nebraska","62,288","1,438"
"Cumberland County, New Jersey","62,310","1,437"
"Valley County, Nebraska","62,321","1,436"
"Black Hawk County, Iowa","62,329","1,435"
"Van Zandt County, Texas","62,334","1,434"
"Hoonah-Angoon Census Area, Alaska","62,344","1,433"
"Anderson County, South Carolina","62,347","1,432"
"Hansford County, Texas","62,350","1,431"
"Floyd County, Iowa","62,356","1,429"
"Goshen County, Wyoming","62,356","1,429"
"Henry County, Iowa","62,365","1,428"
"Nottoway County, Virginia","62,366","1,427"
"Cherry County, Nebraska","62,373","1,426"
"Banner County, Nebraska","62,375","1,425"
"Stevens County, Washington","62,381","1,424"
"Kimble County, Texas","62,386","1,422"
"Rush County, Indiana","62,386","1,422"
"Yavapai County, Arizona","62,430","1,421"
"Chilton County, Alabama","62,471","1,420"
"Seneca County, Ohio","62,476","1,419"
"Marion County, Missouri","62,492","1,418"
"Winchester City, Virginia","62,495","1,417"
"Shiawassee County, Michigan","62,498","1,416"
"Johnson County, Missouri","62,503","1,415"
"Oklahoma County, Oklahoma","62,505","1,414"
"Steuben County, New York","62,506","1,413"
"Pulaski County, Missouri","62,541","1,412"
"Logan County, Illinois","62,547","1,411"
"Ingham County, Michigan","62,548","1,410"
"Kossuth County, Iowa","62,553","1,409"
"Webster County, Nebraska","62,571","1,408"
"Jackson County, Michigan","62,581","1,407"
"Ralls County, Missouri","62,615","1,406"
"Gaston County, North Carolina","62,628","1,405"
"Gasconade County, Missouri","62,638","1,404"
"Rutland County, Vermont","62,641","1,403"
"Fulton County, Indiana","62,644","1,402"
"Buena Vista County, Iowa","62,662","1,401"
"Roberts County, Texas","62,667","1,400"
"Lancaster County, Virginia","62,674","1,399"
"Waldo County, Maine","62,694","1,398"
"Warren County, Illinois","62,700","1,397"
"Richmond County, Virginia","62,708","1,396"
"Payette County, Idaho","62,721","1,395"
"Clearwater County, Minnesota","62,723","1,394"
"Alexander County, North Carolina","62,764","1,393"
"Jefferson County, New York","62,782","1,392"
"La Salle County, Texas","62,798","1,391"
"Montrose County, Colorado","62,817","1,390"
"Whiteside County, Illinois","62,828","1,389"
"Winnebago County, Iowa","62,853","1,388"
"Bell County, Texas","62,858","1,387"
"Otsego County, Michigan","62,865","1,386"
"Iroquois County, Illinois","62,866","1,385"
"Guilford County, North Carolina","62,880","1,384"
"Perry County, Ohio","62,899","1,383"
"Sullivan County, Pennsylvania","62,910","1,382"
"Frontier County, Nebraska","62,928","1,381"
"Franklin County, Kentucky","62,929","1,380"
"Montgomery County, Indiana","62,937","1,379"
"St. James Parish, Louisiana","62,946","1,378"
"Caledonia County, Vermont","62,964","1,377"
"Heard County, Georgia","62,965","1,376"
"Dickinson County, Kansas","62,971","1,375"
"Nobles County, Minnesota","62,973","1,374"
"Lawrence County, South Dakota","62,977","1,373"
"Beaver County, Oklahoma","62,981","1,372"
"Iron County, Utah","63,005","1,371"
"Mitchell County, Kansas","63,008","1,370"
"Lincoln County, Nebraska","63,019","1,369"
"Big Stone County, Minnesota","63,024","1,368"
"Warren County, Kentucky","63,074","1,367"
"Volusia County, Florida","63,075","1,366"
"Terrebonne Parish, Louisiana","63,088","1,365"
"Tillamook County, Oregon","63,098","1,364"
"Adams County, Washington","63,105","1,363"
"Marquette County, Michigan","63,115","1,362"
"Clarke County, Iowa","63,120","1,361"
"Hodgeman County, Kansas","63,125","1,359"
"Ida County, Iowa","63,125","1,359"
"Stark County, Ohio","63,130","1,358"
"Cerro Gordo County, Iowa","63,149","1,357"
"Fulton County, Pennsylvania","63,153","1,356"
"Adair County, Iowa","63,172","1,355"
"Clark County, Wisconsin","63,187","1,353"
"Pasco County, Florida","63,187","1,353"
"Taylor County, Kentucky","63,211","1,352"
"Aiken County, South Carolina","63,212","1,351"
"Todd County, Minnesota","63,216","1,350"
"Benson County, North Dakota","63,220","1,349"
"Cayuga County, New York","63,227","1,348"
"Bear Lake County, Idaho","63,244","1,347"
"Jefferson Parish, Louisiana","63,257","1,346"
"Wood County, Wisconsin","63,273","1,345"
"Coryell County, Texas","63,281","1,344"
"Johnson County, Illinois","63,295","1,343"
"Montague County, Texas","63,336","1,342"
"Colorado County, Texas","63,352","1,341"
"Newport News City, Virginia","63,355","1,340"
"Parke County, Indiana","63,393","1,339"
"Lucas County, Iowa","63,405","1,338"
"Peoria County, Illinois","63,409","1,337"
"Inyo County, California","63,417","1,336"
"Harrison County, Texas","63,427","1,335"
"Lycoming County, Pennsylvania","63,437","1,334"
"Amelia County, Virginia","63,438","1,333"
"Juneau County, Wisconsin","63,455","1,332"
"Traverse County, Minnesota","63,456","1,331"
"Thurston County, Nebraska","63,459","1,330"
"Shawnee County, Kansas","63,463","1,329"
"Grimes County, Texas","63,484","1,328"
"Grant County, Wisconsin","63,497","1,327"
"Cassia County, Idaho","63,525","1,326"
"Hall County, Nebraska","63,553","1,325"
"Sterling County, Texas","63,558","1,324"
"Schuylkill County, Pennsylvania","63,574","1,323"
"Cottonwood County, Minnesota","63,586","1,322"
"Minidoka County, Idaho","63,594","1,321"
"Jefferson County, Alabama","63,595","1,320"
"Hancock County, Mississippi","63,623","1,319"
"Cherokee County, Iowa","63,638","1,318"
"Newton County, Indiana","63,673","1,317"
"Asotin County, Washington","63,724","1,316"
"Vilas County, Wisconsin","63,726","1,315"
"Schuyler County, Illinois","63,737","1,314"
"Lackawanna County, Pennsylvania","63,739","1,313"
"Camas County, Idaho","63,750","1,311"
"Emmons County, North Dakota","63,750","1,311"
"Hopkins County, Texas","63,766","1,310"
"Adams County, Illinois","63,767","1,309"
"Gregg County, Texas","63,811","1,308"
"Beadle County, South Dakota","63,813","1,307"
"San Patricio County, Texas","63,842","1,306"
"Randolph County, Illinois","63,860","1,305"
"Bosque County, Texas","63,868","1,304"
"Kern County, California","63,883","1,303"
"Callahan County, Texas","63,906","1,302"
"Howard County, Iowa","63,947","1,301"
"Itasca County, Minnesota","63,962","1,300"
"Susquehanna County, Pennsylvania","63,968","1,299"
"Yates County, New York","63,974","1,298"
"Keya Paha County, Nebraska","63,977","1,297"
"Elkhart County, Indiana","63,978","1,296"
"Orleans County, Vermont","63,981","1,295"
"Moffat County, Colorado","63,983","1,294"
"Faribault County, Minnesota","64,000","1,293"
"McLean County, Kentucky","64,020","1,292"
"Daviess County, Kentucky","64,021","1,291"
"Nueces County, Texas","64,027","1,290"
"Nelson County, Virginia","64,028","1,289"
"Hot Springs County, Wyoming","64,031","1,288"
"Glenn County, California","64,033","1,287"
"Union County, Florida","64,043","1,286"
"Allamakee County, Iowa","64,049","1,285"
"Seneca County, New York","64,050","1,284"
"Lyon County, Kentucky","64,081","1,283"
"Graham County, Arizona","64,089","1,282"
"Bethel Census Area, Alaska","64,094","1,281"
"Crockett County, Texas","64,103","1,280"
"Daviess County, Indiana","64,113","1,279"
"Hardin County, Kentucky","64,136","1,278"
"Huron County, Ohio","64,144","1,277"
"Hancock County, Maine","64,149","1,276"
"Gibson County, Indiana","64,153","1,275"
"Crawford County, Illinois","64,163","1,274"
"Bureau County, Illinois","64,165","1,272"
"Garfield County, Oklahoma","64,165","1,272"
"Pike County, Indiana","64,182","1,271"
"Clinton County, Ohio","64,210","1,269"
"Lawrence County, Indiana","64,210","1,269"
"Miami-Dade County, Florida","64,215","1,268"
"Buffalo County, Wisconsin","64,238","1,267"
"Llano County, Texas","64,241","1,266"
"Pembina County, North Dakota","64,243","1,265"
"Gonzales County, Texas","64,255","1,264"
"Curry County, Oregon","64,300","1,263"
"Marshall County, Kansas","64,306","1,262"
"Osceola County, Florida","64,312","1,261"
"Lincoln County, Wisconsin","64,314","1,260"
"Pima County, Arizona","64,323","1,259"
"Johnson County, Nebraska","64,352","1,258"
"Sanpete County, Utah","64,356","1,257"
"Calcasieu Parish, Louisiana","64,370","1,256"
"McIntosh County, North Dakota","64,375","1,255"
"Lewis County, New York","64,401","1,254"
"Perkins County, South Dakota","64,410","1,253"
"Hampton City, Virginia","64,430","1,252"
"Rock Island County, Illinois","64,435","1,251"
"Brookings County, South Dakota","64,438","1,250"
"Barnes County, North Dakota","64,447","1,248"
"Garrett County, Maryland","64,447","1,248"
"Amherst County, Virginia","64,454","1,247"
"Emmet County, Iowa","64,461","1,246"
"Tulare County, California","64,474","1,245"
"Lee County, Mississippi","64,479","1,244"
"Androscoggin County, Maine","64,500","1,243"
"Carbon County, Pennsylvania","64,538","1,242"
"Harlan County, Nebraska","64,583","1,241"
"Lee County, Illinois","64,588","1,240"
"Marshall County, Kentucky","64,597","1,239"
"Bossier Parish, Louisiana","64,598","1,238"
"Jackson County, Wisconsin","64,630","1,237"
"Northumberland County, Virginia","64,655","1,236"
"Hardin County, Iowa","64,656","1,235"
"Douglas County, Wisconsin","64,682","1,234"
"Grand Forks County, North Dakota","64,698","1,233"
"Macoupin County, Illinois","64,706","1,232"
"Dolores County, Colorado","64,708","1,231"
"East Feliciana Parish, Louisiana","64,709","1,230"
"Mineral County, West Virginia","64,728","1,229"
"Adams County, Iowa","64,750","1,227"
"Lincoln County, Minnesota","64,750","1,227"
"Platte County, Wyoming","64,753","1,226"
"Brown County, Illinois","64,760","1,225"
"Merced County, California","64,772","1,224"
"Jefferson County, Washington","64,796","1,223"
"Brule County, South Dakota","64,821","1,222"
"Cass County, Illinois","64,826","1,221"
"Van Wert County, Ohio","64,841","1,220"
"Wayne County, Utah","64,870","1,219"
"Sweet Grass County, Montana","64,872","1,218"
"Ness County, Kansas","64,907","1,217"
"Yakima County, Washington","64,910","1,216"
"Union County, Pennsylvania","64,914","1,215"
"Marshall County, Illinois","64,940","1,214"
"Henderson County, Illinois","64,946","1,213"
"Wayne County, Nebraska","64,951","1,212"
"Garfield County, Nebraska","64,957","1,211"
"Lamar County, Georgia","64,966","1,210"
"Morrow County, Oregon","64,975","1,209"
"Harnett County, North Carolina","64,992","1,208"
"Nez Perce County, Idaho","65,023","1,207"
"Cortland County, New York","65,029","1,206"
"Oswego County, New York","65,054","1,205"
"Pine County, Minnesota","65,059","1,204"
"Wyoming County, New York","65,066","1,203"
"Cape Girardeau County, Missouri","65,070","1,202"
"O'Brien County, Iowa","65,076","1,201"
"Webster County, Missouri","65,103","1,200"
"Phelps County, Nebraska","65,114","1,198"
"St. John the Baptist Parish, Louisiana","65,114","1,198"
"Grant County, Nebraska","65,139","1,197"
"Lane County, Oregon","65,157","1,196"
